Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2974,63,12,85,-1,1530,230,216,117,1489,Commanche,C7757
3007,300,4,0,0,5182,209,238,168,2563,Rawah,C7202
3011,348,10,690,39,5662,201,223,161,6444,Rawah,C7745
3251,286,8,234,28,3578,197,240,183,1727,Rawah,C7745
3191,106,8,547,19,4365,233,231,130,1839,Rawah,C7745
2992,147,13,242,64,997,237,238,130,1064,Commanche,C7756
3067,180,11,240,0,999,224,247,154,3093,Commanche,C7757
3023,301,1,361,39,4128,215,238,161,1570,Rawah,C7745
3110,29,12,127,0,2886,216,213,132,3127,Commanche,C7755
2865,215,25,67,19,1950,188,254,191,1179,Commanche,C4758
3136,204,22,400,124,2138,203,254,177,1848,Commanche,C7757
3205,132,6,85,-1,2398,230,237,140,1082,Rawah,C7201
3156,339,9,256,-29,1310,200,227,166,875,Neota,C7700
2894,300,14,90,30,1110,179,233,194,558,Commanche,C7755
3391,157,12,430,27,2306,233,242,138,443,Commanche,C8771
2860,109,19,360,163,900,248,216,88,1020,Commanche,C4758
2884,53,5,153,0,4876,223,229,142,1423,Rawah,C7202
3115,286,8,95,8,1252,199,240,181,1454,Neota,C7700
3291,68,8,800,215,874,229,223,127,2197,Commanche,C7756
2762,359,13,108,26,537,199,215,152,2288,Rawah,C7700
3031,303,14,335,76,626,180,232,193,847,Neota,C7201
2595,206,14,127,22,2860,210,252,174,2135,Commanche,C2703
3439,108,12,514,154,2083,240,226,115,1549,Rawah,C8776
3035,111,12,190,36,5165,240,227,116,3387,Rawah,C7745
3159,202,11,330,27,6365,215,250,168,1944,Rawah,C7745
3202,272,7,134,-16,3357,201,243,181,1449,Rawah,C7201
3117,309,15,150,-1,2335,178,229,191,837,Commanche,C7202
3114,159,11,90,5,2251,232,242,140,2372,Rawah,C7746
3424,218,28,484,169,3398,177,253,198,782,Rawah,C8772
3169,87,10,543,61,5323,235,224,119,1120,Rawah,C7745
2300,135,8,390,38,85,234,237,134,323,Cache,C4703
3118,260,9,433,64,350,197,245,187,806,Commanche,C7756
3273,144,30,876,392,1329,246,219,79,2951,Rawah,C7745
2992,2,13,120,18,1200,201,215,150,872,Commanche,C7700
2583,227,11,175,39,875,204,250,182,1155,Rawah,C4201
3183,68,12,218,38,319,232,216,114,2206,Neota,C7756
2975,12,7,450,30,4380,213,226,150,5578,Rawah,C4744
2955,336,9,42,6,3901,199,227,167,5011,Rawah,C7745
3175,252,14,190,37,2697,188,249,198,658,Commanche,C7755
2843,135,20,30,5,5076,247,227,99,283,Rawah,C7746
2897,40,18,451,71,1020,219,198,109,1681,Commanche,C4703
2804,318,7,192,58,1839,201,234,172,3146,Rawah,C4744
3273,249,10,335,82,960,199,247,187,481,Commanche,C7756
3234,41,9,382,36,1092,221,221,134,1463,Neota,C7756
3149,95,8,216,7,3798,234,228,126,4747,Rawah,C7745
2163,9,31,124,80,210,168,161,115,711,Cache,C4703
2988,269,14,631,90,5865,183,244,200,5816,Rawah,C7745
2758,45,9,330,7,1804,223,221,133,671,Rawah,C4744
3233,123,12,661,29,3030,240,231,120,3024,Commanche,C7756
2945,291,11,90,16,4740,190,238,188,6064,Rawah,C4744
3165,175,10,277,34,408,226,246,151,4965,Neota,C7201
3134,177,5,134,-2,4063,222,242,155,1481,Rawah,C7745
3196,68,4,277,24,4039,224,231,142,1307,Rawah,C8771
2570,70,13,150,54,1589,234,214,109,1806,Commanche,C4703
2907,6,15,42,7,3409,201,211,146,1822,Rawah,C7202
2748,45,10,42,-2,1983,223,218,129,892,Rawah,C4744
2604,63,8,277,33,306,228,223,128,1218,Rawah,C4744
2887,87,5,469,67,2334,227,231,138,2629,Rawah,C7745
3306,100,13,175,30,1697,241,222,109,2986,Rawah,C7201
2978,36,15,636,42,4275,218,205,119,4368,Rawah,C7745
3288,347,13,566,104,594,194,218,162,1222,Neota,C7202
3103,326,11,573,88,1413,194,228,174,2290,Commanche,C7756
2785,150,36,60,27,3736,239,213,70,5678,Rawah,C7746
2371,101,21,85,26,511,250,206,74,481,Cache,C2702
3131,339,7,90,24,569,204,230,164,947,Neota,C7202
2982,180,1,277,41,1880,219,239,157,953,Rawah,C7746
3255,41,14,30,-3,2173,221,208,119,240,Commanche,C8703
2665,143,14,60,12,1847,239,236,124,997,Commanche,C4704
3101,144,8,30,3,3733,232,239,139,3032,Commanche,C7201
3078,272,5,30,2,5141,205,242,175,900,Rawah,C7746
2757,35,9,216,33,2448,219,220,136,6746,Rawah,C4744
3307,120,16,693,24,977,246,225,103,5520,Neota,C8776
3081,137,18,210,27,785,245,230,106,765,Commanche,C7700
3004,27,14,319,59,2869,213,209,129,1531,Commanche,C7757
3163,39,10,60,4,541,221,218,131,1511,Rawah,C7202
3226,84,17,85,19,1855,242,210,93,247,Commanche,C8703
3126,29,13,566,63,5355,215,210,129,1574,Rawah,C7745
2978,92,8,212,3,4010,233,228,128,5612,Rawah,C7745
3278,82,3,201,-12,1530,224,233,144,3281,Neota,C8771
3016,322,11,201,64,1310,193,229,176,2113,Commanche,C7756
2949,256,30,60,33,2721,137,242,233,2230,Commanche,C7757
2902,299,28,201,72,1253,131,216,220,1276,Commanche,C7757
3066,222,18,376,-27,2938,196,254,191,964,Commanche,C7790
2630,23,14,376,30,1682,211,209,131,1956,Commanche,C4703
3210,203,7,636,26,1131,217,247,166,2110,Commanche,C7756
2201,308,29,60,35,1082,129,208,212,649,Cache,C4703
2641,184,34,90,23,1276,205,239,140,2353,Rawah,C7746
2418,283,32,270,138,424,116,222,236,1837,Cache,C4703
2790,77,26,532,246,1283,242,182,55,934,Commanche,C4758
2769,86,6,67,-16,2147,229,230,134,1195,Rawah,C4744
2995,65,11,402,30,1834,230,218,120,1690,Commanche,C7756
2503,313,20,454,242,509,162,220,196,618,Cache,C4703
3209,255,7,234,-11,6116,205,244,178,1388,Rawah,C7201
3159,108,9,258,23,3249,236,230,125,4870,Rawah,C7745
2481,103,9,30,-10,1660,235,229,125,825,Commanche,C2705
2887,52,20,127,20,1654,226,194,94,2666,Commanche,C7700
3148,344,17,201,43,3748,184,212,165,3301,Commanche,C7700
3111,229,17,323,55,3007,191,253,196,420,Commanche,C4758
2821,117,17,216,62,1931,247,222,98,957,Commanche,C4758
2824,332,31,256,97,2629,135,185,181,306,Commanche,C7757
3313,153,8,484,93,1364,231,241,142,2148,Commanche,C7756
2133,67,26,30,5,720,236,180,60,771,Cache,C2706
3053,328,14,277,10,361,186,224,177,488,Neota,C7201
3390,76,4,331,108,2168,225,232,143,2704,Rawah,C8776
3257,284,12,0,0,3064,187,240,192,564,Commanche,C7202
2382,355,18,0,0,1302,187,205,153,765,Cache,C4703
2401,6,23,234,90,1418,185,189,135,404,Cache,C4703
2851,285,26,579,97,1951,140,229,225,1952,Commanche,C4758
3214,54,12,417,6,3948,227,214,118,3084,Rawah,C7202
2872,45,9,408,46,811,223,220,132,1481,Commanche,C4704
2756,19,17,108,3,1195,206,203,130,2310,Rawah,C7745
2955,49,5,180,26,5021,222,229,143,6290,Rawah,C4744
3155,90,6,30,3,4569,230,230,134,2995,Rawah,C7202
2991,37,12,175,26,912,219,213,127,1978,Commanche,C7756
3039,10,17,451,180,1328,200,204,138,3486,Commanche,C7700
3044,63,17,466,69,4094,233,202,96,4884,Rawah,C7102
3203,293,5,256,19,782,205,239,173,1723,Commanche,C7755
2983,212,15,324,94,2249,206,253,179,1230,Commanche,C7755
3111,29,17,120,34,1511,212,201,120,2509,Commanche,C7757
2817,231,6,124,23,2080,210,246,172,2952,Rawah,C7746
2923,324,13,0,0,2040,187,226,179,2154,Commanche,C7202
3282,135,1,446,24,6060,221,238,153,564,Rawah,C7201
3180,240,5,306,53,5864,210,244,172,2613,Rawah,C7201
2825,331,14,120,27,3164,185,221,175,366,Commanche,C7757
2982,201,11,379,73,6117,216,250,168,5182,Rawah,C7745
3406,183,12,361,94,4320,223,248,156,3066,Commanche,C7757
3299,342,3,330,34,5733,213,235,159,589,Rawah,C7201
3280,45,18,335,46,1589,222,198,104,2329,Rawah,C8772
3244,128,38,268,121,2992,250,186,26,3172,Rawah,C7745
3201,58,19,366,85,5106,230,197,93,2794,Rawah,C7746
2967,323,5,120,5,5658,208,235,166,2081,Rawah,C7201
2903,351,9,134,40,2904,204,225,159,1945,Rawah,C7745
3343,201,11,417,14,816,216,250,168,4279,Neota,C7756
2750,47,8,170,14,408,223,222,133,2624,Commanche,C7755
3078,338,18,323,80,2490,178,211,171,2346,Commanche,C7700
2755,28,9,60,12,1252,217,220,139,2110,Commanche,C7757
2516,198,12,0,0,1516,216,250,167,1438,Commanche,C2703
2733,354,10,30,3,2795,204,223,157,2590,Rawah,C6101
3050,167,6,752,16,6162,225,242,151,3294,Rawah,C7745
2717,105,5,192,23,2155,228,234,140,6650,Rawah,C4744
3087,155,10,30,2,4734,231,241,141,1315,Rawah,C7745
3166,38,3,0,0,5085,219,233,150,2765,Rawah,C7202
2594,63,4,134,-2,424,224,231,143,6158,Rawah,C7745
2939,155,20,210,50,1248,239,237,119,691,Rawah,C7745
2931,75,5,242,18,3667,226,231,140,4529,Rawah,C4744
2746,347,13,150,42,1465,196,219,162,2787,Rawah,C7745
3113,250,18,283,47,5766,179,250,207,2173,Rawah,C7201
3265,301,1,300,30,4381,215,238,161,841,Rawah,C8772
2999,324,19,534,230,698,170,217,185,1360,Commanche,C7757
2585,120,4,134,26,1050,226,236,145,1598,Commanche,C2703
2839,11,5,42,2,1369,215,230,152,2455,Rawah,C7745
2543,98,7,85,20,793,232,230,130,5248,Rawah,C6731
2810,53,15,60,17,3421,227,207,109,2773,Rawah,C7202
2929,64,8,30,-1,810,228,224,129,1356,Commanche,C7102
2584,51,6,90,-3,552,223,226,138,5662,Rawah,C7745
2752,63,7,127,12,2731,226,226,134,4656,Rawah,C7745
3305,88,9,210,-29,1953,234,226,124,3169,Rawah,C8771
2690,136,22,551,281,524,248,225,94,1542,Commanche,C2705
3212,169,6,417,64,484,225,243,152,743,Neota,C7756
3408,127,17,408,-56,1968,246,227,103,2926,Neota,C8772
3037,45,13,210,49,2193,223,210,119,2729,Commanche,C7757
3035,296,10,150,9,3589,191,237,186,1718,Commanche,C7201
3341,147,8,108,19,1790,231,239,140,3216,Rawah,C8771
3217,180,7,421,73,816,223,244,156,474,Commanche,C7756
3601,100,16,270,64,1782,245,216,96,1664,Neota,C8776
2386,311,19,30,9,1170,166,223,196,994,Cache,C4703
3050,265,15,408,134,3104,180,246,204,2054,Commanche,C7202
3210,307,11,283,19,4395,188,233,185,603,Commanche,C7756
3191,97,20,216,32,847,248,207,79,752,Commanche,C8772
3120,178,6,153,0,212,223,244,155,5042,Neota,C7202
2876,55,12,212,72,2255,227,215,119,2202,Commanche,C7757
3293,294,16,878,158,883,174,234,200,2561,Commanche,C7756
2556,284,26,120,38,1024,140,230,225,1657,Commanche,C7757
3175,160,11,30,0,2970,231,242,141,5152,Rawah,C7745
2983,114,17,268,88,5222,246,221,98,430,Rawah,C7746
2855,277,11,170,-25,1518,189,242,193,1413,Commanche,C7756
2857,321,10,295,88,3880,193,230,176,5719,Rawah,C7745
3456,83,20,659,222,2073,243,202,80,1786,Rawah,C8776
2649,96,25,180,-20,1114,250,196,59,1806,Rawah,C7746
3248,38,6,0,0,4203,220,227,143,1809,Rawah,C8771
2513,78,19,270,70,899,241,202,84,1020,Commanche,C4704
2875,27,8,0,0,1452,217,222,141,2624,Commanche,C4704
3030,278,20,594,220,1883,161,239,216,752,Commanche,C7755
3164,71,16,190,37,4227,236,207,98,3684,Rawah,C7201
2754,122,4,210,3,1919,228,236,143,757,Rawah,C4744
3167,129,16,323,89,268,245,229,107,2300,Neota,C7756
2977,90,29,607,40,469,249,180,38,819,Commanche,C7757
2880,256,12,85,-1,2778,193,247,193,418,Commanche,C7757
3156,62,15,295,47,5095,231,208,106,3050,Rawah,C7201
2829,3,12,277,19,1917,203,216,150,2470,Rawah,C4744
3005,320,4,67,3,5294,209,236,165,2419,Rawah,C7202
3185,24,9,577,62,1045,216,222,142,2265,Commanche,C7756
3068,30,10,1224,270,3051,217,217,135,1101,Commanche,C7756
3324,328,18,240,-7,1578,174,217,181,1984,Neota,C8771
3156,49,5,834,80,1663,222,228,141,2700,Commanche,C7756
2916,291,18,543,270,1355,168,235,205,1839,Commanche,C7757
2302,289,16,0,0,1142,174,237,202,240,Cache,C2702
2940,345,31,240,118,268,145,175,159,895,Rawah,C7746
3367,303,11,785,122,999,189,235,186,2125,Commanche,C7756
2807,213,29,175,83,2738,181,252,191,1061,Commanche,C2705
3011,18,19,547,95,4530,201,197,127,4000,Rawah,C7745
2539,90,11,120,18,67,237,222,114,771,Cache,C2717
3472,138,24,255,109,3986,248,223,89,3785,Commanche,C7757
3198,104,25,30,12,3325,252,199,59,3772,Rawah,C8771
3234,42,14,150,23,5113,222,208,118,182,Rawah,C7201
2635,131,10,0,0,210,237,235,127,624,Rawah,C7202
3054,260,20,765,241,2089,166,246,216,960,Commanche,C7756
2975,298,11,319,141,5287,188,236,188,5032,Rawah,C7700
2636,63,15,120,19,1012,232,207,104,564,Rawah,C4201
2815,91,9,30,-5,808,235,226,122,162,Rawah,C7745
3296,247,6,390,101,5096,207,245,176,1154,Rawah,C7745
2987,124,18,0,0,2630,247,225,99,390,Rawah,C7102
2517,40,12,108,16,256,221,214,126,3007,Rawah,C7745
3184,104,16,85,22,1533,245,218,97,2513,Rawah,C7201
2891,120,10,277,23,3148,238,231,123,2227,Rawah,C7745
3116,95,10,162,3,7011,237,225,118,2483,Rawah,C7745
2397,338,8,342,106,1209,204,229,165,1121,Cache,C2703
2965,302,14,258,-60,552,179,233,193,924,Commanche,C7755
2939,162,19,242,64,4446,235,241,128,1583,Rawah,C4744
2858,266,9,256,124,2366,197,244,187,497,Commanche,C7757
2936,98,8,108,21,4514,234,228,126,3004,Rawah,C7745
3165,346,15,658,-25,3383,191,216,163,3135,Rawah,C7746
2552,133,10,30,-8,1423,236,236,130,1293,Commanche,C2703
2478,83,12,60,-10,1248,237,219,112,960,Commanche,C2704
2570,58,9,180,-26,1170,227,222,129,430,Rawah,C7201
2979,328,21,124,38,1365,165,211,183,2306,Commanche,C7757
3075,32,6,124,0,1188,219,227,145,1590,Neota,C7202
2988,188,32,242,97,1855,203,243,150,2188,Commanche,C7757
3263,270,11,255,40,3516,190,244,193,1790,Rawah,C7745
2942,63,3,30,0,5253,222,233,146,2799,Rawah,C6101
3050,75,13,300,59,5648,235,216,110,4817,Rawah,C7745
1999,299,6,150,77,210,202,238,175,853,Cache,C2702
3224,246,16,390,103,400,185,251,202,624,Neota,C7756
3431,359,9,484,92,1606,206,223,155,1341,Commanche,C8771
2788,190,26,268,-54,3029,210,249,157,1622,Commanche,C4758
2395,301,28,295,179,1189,133,216,218,1057,Cache,C4703
2433,225,24,60,22,1379,181,254,201,691,Cache,C4703
3077,75,31,497,-27,720,240,165,32,1744,Rawah,C7745
2892,78,12,457,94,3059,235,219,114,417,Commanche,C7757
2393,92,15,95,35,808,242,216,99,1423,Cache,C2717
2750,56,3,30,-6,1945,222,232,146,2831,Rawah,C7102
3276,111,3,270,9,5039,225,236,145,618,Rawah,C7745
3262,43,10,30,4,4245,222,219,131,726,Rawah,C8771
3005,27,13,60,19,1150,214,212,132,2420,Rawah,C7745
2884,292,24,641,183,2010,145,227,219,1899,Commanche,C4758
3317,39,12,120,15,4463,220,213,126,3958,Rawah,C8771
3146,18,12,495,38,1878,211,215,139,3450,Commanche,C7755
3035,106,11,90,0,2661,239,227,117,1341,Commanche,C7757
2641,122,21,108,-5,1557,250,219,87,5190,Rawah,C7745
3221,11,12,511,79,2804,207,214,144,4503,Rawah,C8772
2896,356,12,499,26,4313,201,219,155,5580,Rawah,C7745
2861,38,29,210,87,1075,207,165,76,1747,Rawah,C7746
3070,297,22,153,30,2801,153,227,211,1440,Commanche,C7202
3079,47,11,503,-25,2701,224,217,126,830,Commanche,C7202
2694,39,16,485,-15,830,219,203,115,1816,Rawah,C4744
2985,32,21,283,69,4783,211,190,107,3637,Rawah,C7745
3016,338,9,484,32,1320,200,227,166,1549,Commanche,C7755
2556,82,36,150,65,1557,242,154,10,932,Commanche,C2704
2868,102,11,421,57,1637,239,225,116,2854,Commanche,C7202
3430,31,17,793,265,3348,214,202,119,1634,Commanche,C8772
3080,175,21,162,55,2446,226,246,141,1549,Commanche,C7709
3152,80,7,212,4,5125,229,228,133,2746,Rawah,C7745
2375,147,24,190,77,904,244,229,99,859,Cache,C2704
2701,41,10,90,-3,2079,221,219,132,2617,Commanche,C4704
3160,78,26,457,-34,787,243,184,55,1146,Neota,C7756
2909,104,15,612,77,459,244,220,101,1266,Commanche,C4704
2972,268,8,360,100,2773,199,243,184,2363,Rawah,C7745
2874,13,19,150,59,2282,198,197,132,731,Commanche,C7757
3376,13,16,446,76,2336,203,205,136,1657,Commanche,C7755
2817,72,21,268,145,1261,239,195,77,808,Commanche,C4758
3137,9,11,437,39,1745,208,219,147,3509,Commanche,C7755
3157,4,12,488,37,2962,204,218,150,2656,Commanche,C7756
2579,66,31,134,57,1498,232,161,38,1530,Commanche,C7755
2851,60,9,390,28,2724,228,221,126,3683,Rawah,C7202
2783,231,30,366,138,3226,157,250,215,1618,Commanche,C2705
2295,246,18,108,31,1006,180,251,206,309,Cache,C2702
2863,25,16,426,67,1924,211,204,126,1328,Commanche,C4704
2695,15,11,277,-28,1594,210,216,142,4200,Rawah,C7745
3130,319,17,190,45,5070,175,222,187,531,Rawah,C7745
3162,2,6,418,9,1714,211,228,154,454,Commanche,C7202
2985,179,15,150,10,6026,225,248,151,3634,Rawah,C7746
2712,58,21,175,23,2781,230,190,83,1180,Commanche,C4703
3176,0,26,170,38,4239,173,183,139,1560,Rawah,C8771
2813,79,11,60,-1,700,234,220,117,2455,Commanche,C6102
3139,138,6,361,64,1190,229,238,143,2818,Commanche,C7757
2847,94,10,525,75,3494,236,225,119,6137,Rawah,C4744
3178,306,6,212,29,2589,203,237,173,1047,Commanche,C7202
3004,332,17,342,72,3069,179,217,176,1184,Commanche,C7756
2625,34,21,67,4,1233,212,190,105,497,Rawah,C6101
3048,76,8,335,5,1611,230,226,128,2806,Rawah,C7745
2934,225,14,108,-7,2499,200,252,187,858,Commanche,C4758
3126,90,12,255,49,3523,239,220,110,3035,Rawah,C7745
3222,13,13,900,97,2121,207,214,142,2257,Commanche,C8771
2409,84,30,162,55,573,246,175,37,616,Commanche,C4703
1978,94,42,120,70,134,245,143,0,459,Cache,C2702
2624,119,28,67,10,2580,254,202,54,6722,Rawah,C7746
2979,307,16,330,48,1907,173,229,195,1557,Commanche,C7755
3002,331,7,175,7,1813,203,231,167,3491,Rawah,C7201
3131,319,5,42,0,1440,208,235,167,1195,Neota,C7202
2783,279,20,30,2,1430,160,238,216,1667,Commanche,C2705
3088,108,13,210,56,2420,241,225,111,3300,Rawah,C7745
2878,20,13,408,80,2793,210,211,136,190,Commanche,C4703
2968,239,13,511,68,5607,195,251,193,4560,Rawah,C7745
3112,273,20,309,59,2995,163,241,216,1621,Commanche,C7755
2745,71,10,0,0,1862,231,221,121,907,Rawah,C4744
3045,46,17,283,45,3658,223,201,106,4950,Rawah,C7745
3157,351,9,60,8,1340,205,226,159,382,Commanche,C7202
2962,330,14,180,22,1624,187,222,175,648,Commanche,C7756
2732,354,9,277,86,2101,205,224,157,2220,Commanche,C4703
3134,130,19,577,-40,1084,247,225,98,997,Rawah,C7746
2950,46,34,201,23,1470,208,146,47,1182,Commanche,C7757
3153,62,13,30,0,4126,230,213,113,3246,Commanche,C7201
2348,275,14,60,7,60,181,243,201,722,Cache,C4703
3244,90,8,741,69,4084,232,228,129,2650,Rawah,C7202
3146,315,9,134,10,3246,196,233,176,4986,Rawah,C7745
2611,37,12,201,41,2821,219,212,126,914,Commanche,C4704
3185,127,7,395,43,2935,232,236,136,4954,Rawah,C7745
2745,263,15,60,13,182,180,246,204,2290,Commanche,C4703
3093,80,16,90,4,1423,240,210,95,1337,Rawah,C7745
2668,40,11,295,16,912,221,215,127,1773,Rawah,C7202
2988,164,8,552,62,5037,227,243,148,6181,Rawah,C4744
3221,75,3,365,19,2610,223,234,147,1289,Commanche,C7755
3236,339,3,541,37,604,212,234,160,1032,Neota,C7202
3016,100,26,295,90,1606,252,196,56,1316,Commanche,C4758
3176,344,22,150,48,3899,171,201,164,3425,Commanche,C7700
3259,339,13,60,5,2029,191,221,168,1935,Neota,C7202
2873,4,7,0,0,3225,211,226,153,2589,Rawah,C7202
2919,75,22,210,-10,552,241,194,74,2160,Rawah,C7745
2879,15,14,443,66,3550,207,210,138,2979,Rawah,C4744
3037,11,10,510,3,6507,210,221,147,3512,Rawah,C7102
2983,188,19,859,183,2700,218,250,158,1449,Commanche,C7757
3109,31,8,319,0,3730,218,222,140,3776,Rawah,C7745
3399,307,5,402,40,1747,207,237,169,658,Commanche,C8771
3222,171,21,60,-6,4019,229,244,135,3265,Commanche,C7757
3070,70,20,192,41,4821,237,196,80,2800,Rawah,C7745
3021,63,1,60,1,4322,220,236,153,949,Rawah,C7745
2337,122,23,216,108,967,251,215,79,765,Cache,C2717
3235,126,15,90,2,1745,244,229,111,1617,Rawah,C7745
3045,6,20,170,17,301,191,197,139,1224,Commanche,C7756
3312,324,25,134,65,1872,148,204,191,2520,Commanche,C7757
3010,349,22,234,40,443,175,198,158,1343,Commanche,C7756
2629,6,7,300,-17,361,212,226,152,1445,Rawah,C4744
2496,84,7,0,0,849,230,228,131,5473,Rawah,C6731
2996,345,12,150,32,663,196,221,163,1057,Neota,C7201
2917,220,24,720,372,1104,186,254,196,1783,Commanche,C7756
2551,134,33,30,-12,1382,250,204,54,362,Commanche,C4703
3198,175,14,324,37,525,227,247,149,2687,Neota,C7756
3374,151,2,175,14,2568,222,239,152,2448,Rawah,C8772
3050,75,9,270,16,6709,232,223,123,3355,Rawah,C7745
3179,187,15,768,-39,828,220,250,158,2037,Commanche,C7757
3027,107,6,0,0,1888,231,232,134,1627,Rawah,C7202
3211,45,3,277,20,3371,220,232,148,3610,Rawah,C7202
3374,346,10,659,35,1332,200,223,162,1436,Commanche,C8771
3116,254,14,618,303,1779,186,248,200,582,Commanche,C4758
3073,135,12,424,74,5391,239,235,124,3360,Rawah,C7745
3256,86,7,247,4,6339,230,229,132,454,Rawah,C7202
3022,176,25,511,141,765,224,244,137,2431,Rawah,C7745
2755,59,8,234,38,2630,227,223,130,2212,Rawah,C4744
2300,305,23,180,98,1082,151,221,207,808,Cache,C2717
3244,184,11,558,62,2301,223,247,157,1739,Commanche,C7757
3144,299,15,342,48,1678,178,233,195,2590,Commanche,C7756
2280,353,12,335,70,834,199,218,157,742,Cache,C2717
3156,91,11,60,-9,4881,237,223,115,2225,Rawah,C7745
3294,1,12,446,98,2758,203,217,152,2325,Commanche,C7700
3260,14,18,886,124,2280,200,199,132,2190,Commanche,C8776
3296,252,20,371,67,3274,170,249,214,1279,Commanche,C7756
3200,155,11,0,0,2848,233,241,138,2492,Rawah,C7745
3274,315,15,474,135,2379,179,227,187,60,Commanche,C7757
3129,45,3,750,75,1976,220,232,148,2574,Commanche,C7756
3181,165,31,108,24,1436,229,232,110,674,Commanche,C8772
2389,127,24,60,5,497,251,216,79,1279,Cache,C2705
3211,317,13,150,32,4491,186,229,182,3314,Rawah,C7745
2945,143,14,95,23,4518,240,236,122,1892,Rawah,C7745
3092,250,9,234,26,5726,201,247,184,2093,Rawah,C7201
3084,139,5,90,-4,1458,228,238,144,3240,Commanche,C7202
2600,94,21,67,-16,2309,248,204,75,720,Commanche,C4703
3027,61,8,175,16,3408,227,223,129,242,Rawah,C7745
2379,304,25,150,73,1154,145,219,211,1477,Cache,C4703
2780,170,13,150,27,3095,229,245,146,2852,Rawah,C7746
2934,312,36,255,138,840,103,188,213,1265,Commanche,C7757
2875,136,25,42,14,5493,249,221,84,828,Rawah,C7746
3288,189,12,420,74,850,220,249,160,2629,Commanche,C7756
3036,43,8,384,106,2239,222,222,136,2230,Commanche,C7756
3236,22,16,124,22,2352,208,204,129,1159,Rawah,C7201
2825,345,25,362,75,1355,161,191,163,1215,Commanche,C7757
2933,69,14,0,0,2080,234,210,104,2846,Commanche,C7202
2649,7,28,150,66,1481,175,174,126,6602,Rawah,C7745
2698,8,26,175,92,2252,181,180,127,7050,Rawah,C7745
3089,187,15,285,30,457,220,250,158,1438,Commanche,C7202
2958,67,6,255,53,3528,227,228,135,1590,Rawah,C7745
3009,232,11,30,8,1187,202,250,184,1867,Commanche,C7756
3267,137,13,573,41,5406,239,235,123,1549,Rawah,C7746
2642,74,25,150,7,841,240,185,61,1790,Rawah,C7745
3351,192,18,503,145,2097,216,251,163,1201,Commanche,C7756
2873,346,18,108,28,3904,184,209,162,2794,Rawah,C7745
2691,317,12,0,0,1337,189,230,181,1366,Commanche,C7102
2866,132,32,162,45,886,251,206,57,1112,Commanche,C7757
3337,242,25,443,85,3424,165,251,217,1445,Commanche,C7756
2983,278,10,335,93,2801,191,242,190,2112,Rawah,C7745
2833,94,10,120,9,2226,236,225,119,2455,Rawah,C7745
3133,191,10,684,126,6195,220,248,161,1466,Rawah,C7745
3094,180,1,391,19,2697,219,239,157,1783,Commanche,C7756
2968,356,12,170,40,3768,200,218,155,1385,Rawah,C7745
3110,177,22,150,-27,3013,225,246,143,1015,Commanche,C7757
3011,4,3,433,92,2809,215,233,155,1465,Commanche,C7756
2722,42,14,150,30,2522,222,209,119,534,Commanche,C4703
2991,45,1,283,9,4688,219,236,154,5046,Rawah,C7745
