Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3142,85,3,0,0,2125,223,234,147,659,Rawah,C7202,0
3197,299,7,323,24,1546,200,237,177,90,Commanche,C7202,0
2835,125,18,162,53,2255,247,224,98,1538,Rawah,C7746,1
3239,248,15,594,145,3517,187,250,200,1968,Commanche,C7757,0
3260,288,5,30,1,6250,205,239,173,190,Rawah,C8771,0
3075,142,5,60,-7,825,228,239,144,1660,Rawah,C7202,0
2737,21,19,90,48,1224,204,196,124,2012,Commanche,C7102,1
2885,107,6,0,0,4371,231,232,134,3786,Rawah,C7202,0
3256,247,10,716,152,6133,198,248,188,2580,Rawah,C7745,1
3112,8,19,108,15,4781,195,199,138,3078,Rawah,C7745,0
2945,260,12,297,39,5731,191,246,194,3196,Rawah,C7745,1
2795,152,27,85,39,1284,241,228,97,1648,Commanche,C7757,1
3222,133,18,540,68,1168,246,228,103,2271,Rawah,C8772,0
3077,179,9,175,13,2462,224,246,154,3558,Rawah,C7202,0
3136,24,9,228,25,1612,216,222,142,1121,Neota,C7700,1
3141,244,10,212,49,1323,200,248,186,912,Commanche,C7756,0
3172,332,4,30,2,594,211,235,162,1165,Neota,C7202,0
2939,311,24,212,99,5343,146,214,205,4924,Rawah,C7700,1
2130,275,28,0,0,646,134,233,232,624,Cache,C4703,2
1982,83,19,150,32,124,243,205,85,127,Cache,C2717,2
3315,113,10,390,33,1987,238,229,120,2457,Rawah,C8771,0
3358,139,15,700,152,553,242,234,117,153,Neota,C8771,6
2537,88,12,134,33,1421,238,220,112,1312,Commanche,C2705,2
2941,216,23,201,104,2509,190,254,191,2097,Commanche,C4758,1
2118,317,30,85,42,1410,128,199,203,713,Cache,C4703,2
3238,20,21,997,221,1987,201,192,121,2290,Commanche,C7700,0
3103,3,14,361,89,883,200,212,148,1296,Commanche,C7756,1
3323,314,15,330,7,5095,180,228,187,3121,Commanche,C8771,6
2961,255,13,67,11,1146,189,248,197,459,Commanche,C7202,0
3307,324,11,600,116,794,193,229,175,750,Commanche,C7756,0
3038,309,10,60,5,2858,193,234,180,2730,Rawah,C7202,0
2893,53,9,0,0,3144,226,221,129,2420,Rawah,C7745,1
3247,91,17,256,71,1544,244,210,89,2612,Rawah,C7746,0
2332,347,11,228,98,192,200,223,161,1073,Cache,C4703,2
2765,310,18,60,13,1945,169,225,195,3303,Rawah,C7746,1
2967,85,3,180,-1,2402,223,234,147,1501,Rawah,C7745,0
2943,298,11,150,28,2954,188,236,188,1382,Commanche,C7755,1
3034,45,5,242,0,3589,222,228,142,2717,Rawah,C7746,0
2097,47,10,0,0,983,224,219,129,702,Cache,C2704,3
2656,116,10,60,-11,987,238,230,122,2110,Rawah,C7746,1
2938,260,28,841,563,916,141,241,232,2112,Commanche,C7710,1
3296,87,31,60,28,3979,247,172,30,1208,Rawah,C8772,0
2942,113,12,270,20,4202,241,227,114,4436,Rawah,C4744,1
2776,84,34,42,16,210,244,163,20,2463,Rawah,C7746,4
3150,31,4,0,0,4964,219,230,148,2742,Rawah,C7202,0
2763,352,7,85,5,2099,208,228,158,700,Commanche,C7755,1
2921,39,20,85,17,2308,217,193,104,1717,Commanche,C7757,0
2955,287,14,408,-33,1359,180,239,198,1802,Rawah,C7745,0
2463,18,26,60,4,466,190,176,113,1181,Commanche,C4703,1
2874,69,26,67,21,150,237,179,57,1195,Rawah,C7745,0
2884,225,10,170,45,3908,207,250,179,3488,Rawah,C7746,1
2886,1,20,0,0,579,188,200,146,1739,Commanche,C7700,1
3114,107,15,42,11,1304,245,220,100,2352,Rawah,C7745,0
3015,6,11,350,35,4774,207,219,149,212,Rawah,C7102,1
3090,117,10,361,105,3636,237,231,125,2638,Rawah,C7746,0
2977,75,16,309,49,524,238,207,95,895,Rawah,C7745,0
3172,97,20,85,-17,2616,248,207,79,2563,Rawah,C7746,0
3229,196,10,300,27,2423,218,248,164,1465,Commanche,C7755,0
3085,68,11,162,28,785,232,218,117,1664,Commanche,C7756,0
2685,90,8,134,-4,1482,233,227,127,551,Commanche,C7755,0
3176,114,8,285,36,607,233,233,131,2356,Rawah,C7201,0
2847,67,7,300,95,3511,228,226,132,6012,Rawah,C4744,0
3082,113,14,849,272,858,243,225,108,1379,Rawah,C7745,0
2961,1,9,335,-51,841,207,223,153,1963,Commanche,C7756,0
2081,35,38,67,32,1015,187,130,49,420,Cache,C4703,2
2856,145,11,313,-48,1172,236,238,132,2023,Rawah,C7746,1
2437,86,22,30,9,895,246,198,71,573,Cache,C4703,1
2730,42,17,162,49,1282,220,199,109,1544,Commanche,C4704,1
3024,84,2,313,72,4032,222,235,149,2469,Rawah,C7745,1
3249,355,23,175,-14,1984,176,193,150,1633,Commanche,C8772,0
2936,105,21,300,127,4308,250,210,79,646,Rawah,C7745,1
2508,352,14,127,42,816,194,214,158,1405,Commanche,C4758,1
2942,10,11,541,170,604,209,219,147,1298,Commanche,C7756,0
3078,274,21,537,147,6090,158,240,219,1560,Rawah,C7745,0
3311,327,13,732,127,764,188,225,176,1064,Neota,C7202,0
3011,28,10,210,16,4224,216,217,136,2405,Rawah,C7745,0
3208,317,16,60,23,2758,175,224,188,1260,Commanche,C7202,0
3422,75,27,190,30,3508,241,180,53,2685,Rawah,C8708,6
3142,137,10,218,13,6598,236,236,131,2301,Rawah,C7745,1
3077,126,25,150,52,3302,252,214,74,2290,Commanche,C7757,0
3304,116,11,180,8,4014,240,229,118,2315,Rawah,C8771,0
3086,233,9,42,0,6136,205,249,180,2451,Rawah,C7102,0
3411,301,10,957,175,1158,192,236,183,1994,Commanche,C7756,0
2819,23,10,30,0,1230,214,218,139,2297,Commanche,C7102,0
3318,322,18,90,16,4253,172,219,186,3986,Rawah,C8771,6
3106,209,12,594,56,6052,210,251,175,1865,Rawah,C7745,1
3071,28,9,212,16,2630,217,220,138,2869,Commanche,C7756,1
3217,215,10,458,73,2006,210,250,174,1992,Commanche,C7755,0
2508,208,8,134,27,1077,215,248,169,4631,Rawah,C6731,1
3362,347,15,577,163,742,191,215,162,607,Neota,C7757,0
3222,28,11,648,147,4221,216,215,134,3404,Rawah,C7745,0
3032,0,10,255,45,1142,206,222,154,2006,Commanche,C7756,0
2621,89,11,309,31,1008,237,222,115,5495,Rawah,C7745,1
3346,166,9,1123,146,2672,228,243,148,1826,Commanche,C8771,6
2648,112,15,339,81,1114,244,224,105,3606,Rawah,C7745,1
3819,17,13,1073,410,4600,209,213,139,2685,Commanche,C8776,6
3077,71,10,180,30,2991,231,221,121,6016,Rawah,C7745,0
3212,241,17,685,128,6106,186,252,201,2347,Rawah,C7746,1
2863,82,25,242,41,319,245,188,57,192,Rawah,C7201,0
3301,315,16,591,163,3852,176,226,189,2160,Commanche,C7757,1
3356,293,10,192,46,3824,193,238,185,871,Rawah,C8771,0
2965,33,8,309,68,3887,219,223,140,5343,Rawah,C4744,1
3027,85,33,499,-22,947,245,164,21,1465,Rawah,C7745,1
3164,13,11,648,56,5309,209,217,144,1022,Rawah,C7745,1
3109,53,12,437,28,1509,227,214,119,3360,Commanche,C7757,0
3004,248,8,700,85,5756,202,247,182,3671,Rawah,C7745,1
3493,76,19,454,59,2546,240,201,84,2256,Rawah,C8776,0
2853,45,4,446,-1,2021,221,230,145,2061,Rawah,C7745,1
2444,101,21,361,204,1630,249,206,75,371,Cache,C2717,2
3197,89,14,633,159,516,240,217,104,1664,Rawah,C7202,1
3061,30,4,242,13,1082,218,231,149,1731,Rawah,C7745,1
3023,38,14,218,55,1841,219,209,122,3473,Commanche,C7757,0
3134,79,5,297,32,4656,226,231,139,1879,Rawah,C7201,0
3227,306,28,470,141,417,131,211,214,1123,Neota,C7201,0
2852,68,3,134,35,1765,222,234,148,2316,Rawah,C7745,1
2396,204,6,127,8,30,217,245,164,90,Commanche,C2703,5
2845,323,17,330,77,703,173,220,185,2175,Rawah,C7700,1
3109,333,24,95,40,4174,158,201,178,858,Rawah,C7201,0
3424,187,21,124,52,1123,217,250,156,1084,Neota,C8776,6
2794,63,4,270,18,2094,224,231,143,2524,Rawah,C7745,4
3283,267,9,537,177,4320,198,244,185,1199,Rawah,C7745,1
3237,45,7,150,-4,6106,222,225,138,470,Rawah,C7201,0
3279,135,7,430,27,6181,231,237,139,582,Rawah,C7201,0
2942,202,13,661,316,872,213,251,170,1620,Commanche,C7756,1
3300,83,4,240,44,5424,225,233,143,573,Rawah,C8771,0
2819,255,29,450,124,1250,142,243,231,1495,Commanche,C7710,1
2718,297,11,201,30,2161,189,237,187,2089,Rawah,C7745,1
3108,334,16,30,11,3613,181,217,174,2032,Rawah,C7202,0
2474,238,4,30,0,1008,212,244,170,1252,Commanche,C6102,5
2613,350,24,85,35,531,170,193,156,2014,Rawah,C7745,1
2888,278,24,67,6,5574,149,236,223,973,Rawah,C7745,1
3284,232,8,376,61,3060,207,248,178,3030,Commanche,C7756,1
2974,322,9,564,54,5307,198,232,173,1884,Rawah,C7745,1
2659,137,18,277,19,886,244,231,108,560,Commanche,C2703,2
2854,314,14,42,-2,2529,182,228,186,2241,Commanche,C7201,0
3368,281,8,323,46,3860,197,241,184,2067,Commanche,C8771,6
2949,57,14,127,20,470,229,209,110,1595,Commanche,C7756,1
2829,151,13,268,19,1931,236,240,131,2379,Rawah,C7746,0
2976,77,4,0,0,5424,226,231,141,2368,Rawah,C7101,0
3240,277,16,331,86,4750,174,241,206,3404,Rawah,C7745,0
2767,7,13,108,0,300,203,213,146,997,Rawah,C7746,1
2979,20,7,30,0,3804,215,225,147,931,Rawah,C7202,0
3061,334,6,0,0,2670,206,232,164,607,Commanche,C7202,0
2732,67,5,430,43,2275,226,229,138,5749,Rawah,C4744,1
3068,52,6,150,7,3260,223,227,140,1341,Rawah,C7202,1
3443,36,15,67,-1,3216,218,206,120,2389,Rawah,C8703,6
2199,40,35,366,116,408,199,143,54,680,Cache,C4703,2
2746,85,8,488,53,1543,232,226,126,1627,Rawah,C7745,1
2982,144,14,360,-12,4434,239,237,124,2270,Rawah,C7745,1
2412,322,23,192,84,765,157,211,191,1216,Cache,C4703,5
3115,219,12,256,24,2151,206,251,180,785,Commanche,C7756,1
3288,7,12,600,99,638,205,215,147,1167,Neota,C7202,0
3208,68,17,674,1,1326,235,203,93,2525,Commanche,C7757,1
2561,86,9,210,11,1468,234,225,122,4339,Rawah,C6731,1
2861,45,11,360,164,960,223,217,127,987,Commanche,C4758,1
2641,77,11,212,29,743,234,219,115,1209,Rawah,C7102,1
2803,99,17,95,24,570,246,215,92,990,Rawah,C7746,1
2830,96,28,270,133,979,251,187,44,1092,Commanche,C4758,1
3330,141,24,778,-17,1364,247,225,93,2773,Rawah,C8772,0
2165,15,26,201,107,1168,186,175,115,443,Cache,C4703,2
2944,85,11,108,5,2285,236,221,114,2133,Rawah,C7745,0
2955,189,10,242,39,5361,221,247,160,3529,Rawah,C7745,1
2857,182,8,108,15,2197,223,245,156,2320,Commanche,C7702,1
3091,189,9,30,3,1982,221,247,160,510,Commanche,C7202,1
3250,308,6,127,5,5562,204,236,171,573,Rawah,C8771,0
3139,39,20,420,43,1110,217,192,103,1397,Commanche,C7201,0
2801,142,23,42,5,1574,246,227,96,1816,Commanche,C2705,1
2822,14,2,0,0,2288,217,235,155,2445,Rawah,C7202,1
2851,343,9,255,48,2227,202,226,163,2042,Rawah,C4744,1
3069,73,6,30,-3,785,227,229,136,1667,Rawah,C7202,0
2660,90,12,0,0,1549,238,221,112,1106,Commanche,C4758,1
3114,28,13,677,6,1984,215,212,132,3233,Commanche,C7755,0
3185,322,3,150,24,1018,212,236,162,2131,Neota,C7202,0
2882,321,16,30,6,2691,179,223,184,1302,Commanche,C7757,1
2945,160,11,511,39,5584,231,242,141,2301,Rawah,C7746,1
3143,22,15,418,125,4751,210,208,131,2255,Rawah,C7745,0
2439,270,9,258,80,1172,197,243,186,760,Cache,C2717,5
2586,316,25,67,33,1781,145,210,200,1396,Commanche,C4758,5
2959,0,8,30,4,4506,208,225,154,5399,Rawah,C7102,1
2800,323,24,270,152,1215,151,206,191,1366,Commanche,C7700,1
3207,223,10,60,7,3121,208,250,178,361,Commanche,C7756,0
2350,187,9,0,0,424,221,247,159,1084,Cache,C6101,1
2213,327,28,240,137,1499,141,196,188,864,Cache,C4703,2
2329,137,23,85,42,1376,248,224,92,859,Cache,C2704,2
3013,186,9,430,-7,1430,222,247,159,1449,Commanche,C7756,1
2991,174,7,457,72,5574,225,244,153,3458,Rawah,C7745,1
3119,12,13,1136,250,2794,207,214,143,1530,Commanche,C7756,1
2949,149,13,362,32,5355,237,239,129,2297,Rawah,C7201,1
3129,127,5,258,18,192,229,237,142,5641,Neota,C7202,0
3036,161,19,124,37,933,235,241,128,595,Commanche,C7700,1
2935,13,9,42,3,3022,212,222,148,1365,Commanche,C7102,0
3335,249,9,218,34,3540,201,247,184,1999,Commanche,C7756,0
2922,352,2,150,3,4142,216,236,157,5032,Rawah,C7745,1
2908,302,20,360,53,3790,160,226,205,5435,Rawah,C7745,1
3095,306,2,524,41,2778,213,238,162,1847,Commanche,C7756,1
3010,111,7,124,8,2896,233,232,131,1943,Commanche,C7757,1
3232,130,21,190,61,2687,249,223,91,3014,Commanche,C7757,0
2836,288,40,255,101,2580,82,201,242,446,Commanche,C7757,0
3297,299,17,201,59,990,169,231,202,1565,Neota,C7201,0
2766,149,11,30,3,1423,234,240,135,1509,Rawah,C7202,1
2792,261,19,192,75,2282,171,246,212,300,Commanche,C7757,1
3200,60,9,558,104,5902,227,221,127,1124,Rawah,C7745,0
2794,356,17,120,33,2072,191,207,153,1087,Commanche,C7757,1
2750,154,18,120,17,480,239,238,122,2447,Rawah,C7745,1
2710,337,21,360,77,1989,169,205,173,2356,Commanche,C4703,5
3080,108,21,127,23,1194,250,211,79,1570,Commanche,C7700,0
2918,86,11,319,54,3271,236,221,115,2382,Rawah,C4744,1
2900,140,4,488,69,2424,225,238,148,2534,Rawah,C7745,1
3447,252,4,0,0,3112,211,242,169,2431,Rawah,C8703,6
3181,306,7,258,18,4907,201,236,174,2525,Rawah,C7745,1
3095,127,5,335,29,2484,229,237,142,2469,Commanche,C7756,0
2555,339,41,376,173,677,105,150,164,1253,Commanche,C7757,1
3179,126,11,658,96,2779,238,233,124,3029,Commanche,C7756,1
2705,9,13,42,6,993,205,213,144,1752,Rawah,C7102,0
2671,297,30,175,87,1374,123,214,224,960,Commanche,C7757,5
3177,48,21,446,108,4925,222,190,92,3132,Rawah,C7746,0
2977,108,9,400,99,1758,236,230,125,2903,Commanche,C7756,1
3212,67,8,0,0,495,228,224,129,2042,Rawah,C7201,0
2159,41,25,95,31,750,214,178,85,816,Cache,C2706,5
3337,63,11,67,2,2122,230,218,121,3210,Rawah,C8771,6
2623,197,13,319,197,1945,216,251,167,459,Commanche,C2705,2
2929,243,14,108,38,4026,192,250,195,693,Rawah,C4744,1
2803,271,25,175,28,1290,146,239,227,1558,Commanche,C4758,1
2798,23,14,150,30,959,212,210,133,3119,Commanche,C7700,0
3244,89,32,331,207,3803,248,170,25,2594,Commanche,C7757,0
3120,43,33,330,82,3335,207,151,56,1693,Commanche,C7755,0
3112,219,14,0,0,1880,204,252,183,509,Commanche,C7755,0
3036,182,22,192,-3,3271,221,248,149,927,Commanche,C7756,1
2567,31,15,323,-3,735,215,206,124,90,Rawah,C7745,1
2962,153,3,42,5,4216,223,239,151,2245,Rawah,C7745,1
3042,191,8,551,75,4549,220,246,161,1471,Rawah,C7745,1
3128,18,14,458,37,1705,208,210,136,3514,Commanche,C7755,0
2988,213,10,127,13,5481,212,249,173,2089,Rawah,C7202,0
2945,237,7,313,19,4849,209,246,175,2078,Rawah,C7745,1
2981,54,13,382,9,4830,227,211,115,2539,Rawah,C7202,0
3276,202,20,532,-54,497,206,253,174,3218,Neota,C7202,0
3201,262,22,60,22,4401,160,245,220,3261,Rawah,C7745,0
2787,132,13,342,57,2496,241,233,120,2138,Commanche,C2705,2
2935,247,22,404,114,1165,170,250,214,190,Commanche,C4758,1
2722,106,10,175,25,2076,238,228,120,404,Commanche,C4703,1
3140,270,9,492,89,3036,195,244,187,360,Commanche,C7756,0
2913,73,7,190,0,4980,229,226,131,2717,Rawah,C3502,0
3100,34,2,391,15,1249,219,235,153,1293,Neota,C7202,0
2751,328,30,212,77,1425,136,191,187,1528,Commanche,C7700,1
2783,90,6,190,27,1935,229,231,136,1831,Rawah,C4744,1
2915,158,3,242,22,390,222,239,153,335,Commanche,C7755,1
3097,85,15,492,13,5102,240,213,99,1471,Rawah,C7745,0
3001,351,19,886,203,2925,184,205,157,1001,Commanche,C4703,1
2995,60,5,541,78,5463,224,229,140,2809,Rawah,C7746,1
3027,335,11,330,-12,3075,196,226,169,870,Commanche,C7756,0
3287,124,31,450,250,3929,254,200,50,2669,Commanche,C7757,0
3171,70,7,295,23,5618,228,226,132,1813,Rawah,C7102,0
3157,143,12,150,0,2524,237,237,129,592,Commanche,C7202,0
3223,277,21,785,-9,3612,158,238,218,2148,Commanche,C7755,0
3041,304,11,570,155,5906,191,235,184,5151,Rawah,C7745,1
2726,339,18,342,59,955,179,212,170,1951,Commanche,C4758,1
2877,259,31,127,28,942,133,240,235,1170,Commanche,C4758,1
3054,60,14,30,6,4934,230,210,109,713,Rawah,C7746,0
3238,200,6,543,128,1546,218,246,163,2447,Commanche,C7755,0
3179,81,5,30,0,2227,226,231,140,853,Rawah,C7202,0
2921,41,16,484,139,1289,221,204,114,2220,Commanche,C7757,1
3072,256,9,513,43,874,199,246,185,1006,Neota,C7202,1
3440,88,12,691,207,2242,238,220,110,1465,Rawah,C8703,6
3426,344,16,537,197,1015,186,213,165,1412,Neota,C8776,6
3269,266,11,849,203,6332,193,245,191,1761,Rawah,C7745,1
2919,42,15,150,38,4241,221,207,117,2916,Rawah,C7746,1
2901,52,24,391,122,3277,224,181,78,757,Commanche,C4703,1
2916,334,16,256,79,268,181,217,174,1537,Rawah,C7746,0
3178,164,6,218,10,3453,226,242,150,537,Commanche,C7201,1
3078,357,16,258,24,1159,193,210,153,90,Commanche,C7700,0
2672,50,8,277,2,612,224,222,132,1082,Rawah,C4744,1
3126,356,3,234,10,3569,214,234,157,3902,Rawah,C7202,0
2730,225,15,42,11,2536,198,253,189,1937,Rawah,C7746,1
3333,58,10,182,10,2672,228,218,123,2522,Rawah,C7746,6
2800,66,16,0,0,2206,234,206,98,2190,Commanche,C7202,0
2841,321,25,648,193,1082,148,207,194,1290,Commanche,C7710,1
3106,320,15,277,68,3448,181,225,183,674,Rawah,C7745,1
2689,268,33,120,55,1260,117,231,241,1304,Commanche,C4758,1
3201,112,12,190,36,3181,240,227,115,2174,Commanche,C7755,0
3168,185,15,60,13,2965,221,249,157,5261,Rawah,C7745,0
2851,138,15,0,0,4231,242,233,117,1290,Rawah,C7202,1
2820,84,15,162,57,1687,240,213,100,1642,Commanche,C7757,4
3218,349,16,30,5,3029,189,212,160,4169,Rawah,C7202,0
2975,225,10,513,79,5970,207,249,179,6458,Rawah,C7745,1
2700,229,11,120,14,1560,204,250,182,3800,Rawah,C4744,1
3268,315,4,240,25,5644,208,236,167,551,Rawah,C7201,0
2827,208,6,42,1,510,216,245,165,400,Commanche,C7202,0
3155,125,8,85,15,842,234,235,133,2250,Neota,C7202,0
2878,76,12,30,5,1994,235,217,111,2359,Rawah,C7745,1
3024,19,17,210,-2,1321,205,201,128,842,Commanche,C7700,0
2982,198,10,351,66,5375,217,249,166,1503,Rawah,C7746,1
3000,207,8,218,99,2514,215,248,168,1595,Commanche,C7757,1
2750,56,7,60,5,1866,225,226,135,957,Rawah,C4744,1
3259,173,14,543,173,3388,228,246,147,751,Commanche,C7756,0
2857,42,17,420,65,4270,220,200,110,5450,Rawah,C7745,0
2729,112,9,150,14,1233,237,230,124,2078,Rawah,C4744,0
3404,135,6,595,171,2052,229,237,142,1597,Rawah,C8703,6
2528,203,14,127,40,1082,212,252,172,1194,Commanche,C2705,2
2507,189,35,30,-18,446,197,240,149,1006,Commanche,C2704,1
2947,72,19,150,27,1950,238,201,87,1983,Commanche,C7755,1
3248,136,14,379,35,5621,241,234,118,1310,Rawah,C7201,0
3164,264,17,218,44,5759,176,246,208,2972,Rawah,C7201,1
2796,8,11,170,10,1680,207,218,147,1549,Commanche,C4703,0
2985,285,16,484,188,2213,173,238,205,1208,Commanche,C7757,0
3172,21,11,323,36,1643,212,216,139,872,Neota,C7756,0
3012,62,14,335,-8,2434,231,211,109,2609,Commanche,C7755,1
3475,297,27,242,124,3474,135,220,220,1302,Rawah,C8772,0
3207,315,15,319,59,3840,178,226,188,2030,Commanche,C7755,0
2958,337,12,283,48,1082,194,224,169,2886,Rawah,C7201,0
3060,19,19,677,147,4396,202,196,125,4085,Rawah,C7745,0
2622,123,12,270,64,268,240,231,120,1128,Rawah,C4744,1
3082,5,5,127,16,2241,213,230,154,2301,Commanche,C7756,0
3133,217,11,175,-9,2659,208,251,178,713,Commanche,C7756,1
3163,350,17,466,106,3758,187,209,159,1825,Commanche,C8772,0
3073,358,20,247,-1,1800,185,199,148,1024,Commanche,C7755,0
2875,220,26,212,104,3097,180,253,199,1416,Commanche,C2705,1
2759,148,14,90,3,1075,238,238,126,797,Commanche,C2703,2
2983,302,20,85,28,2128,161,227,205,1036,Rawah,C7745,1
2851,8,7,270,46,2252,212,227,152,2382,Rawah,C7745,1
2865,85,15,400,193,430,240,213,99,1863,Rawah,C7745,4
2988,150,13,192,23,4971,236,239,130,5857,Rawah,C7746,1
2978,270,8,741,85,6046,199,243,183,6035,Rawah,C7745,1
2919,74,13,212,29,3365,235,215,109,2343,Rawah,C4744,1
3057,27,7,660,23,6374,218,225,144,3600,Rawah,C7745,0
3176,18,12,458,32,3042,211,215,139,2695,Commanche,C7756,0
2682,109,13,30,-3,1866,242,225,110,192,Commanche,C4703,1
3182,132,11,841,141,979,238,234,125,2103,Commanche,C7757,1
3259,333,10,272,61,2975,198,228,169,1324,Commanche,C7756,0
2562,205,21,192,57,1348,203,254,178,1234,Commanche,C2704,1
2906,188,5,300,3,4734,220,244,159,4901,Rawah,C3502,1
3601,30,18,671,189,2850,212,198,117,1438,Rawah,C8776,0
2968,90,6,0,0,319,229,231,136,874,Rawah,C7202,0
3196,87,14,624,53,484,240,215,102,1639,Rawah,C7201,1
3319,266,7,376,51,3395,203,243,179,1570,Rawah,C8772,0
2349,129,20,124,51,962,248,224,94,912,Cache,C2704,2
2900,10,16,67,9,1262,200,205,139,618,Commanche,C7202,1
3021,181,16,510,154,5896,224,248,152,4054,Rawah,C7746,1
2906,254,7,216,10,5353,204,245,179,5476,Rawah,C7202,1
3126,23,12,90,3,3162,213,215,137,3212,Rawah,C7700,0
2421,44,19,85,1,886,221,195,101,1326,Commanche,C4703,5
2916,342,19,190,66,5998,178,208,167,4643,Rawah,C7700,1
3008,87,13,162,40,3225,239,218,108,6173,Rawah,C7745,1
3220,264,11,666,45,592,193,245,191,808,Commanche,C7756,1
3123,41,9,108,7,5360,221,221,134,2925,Rawah,C7101,1
2821,218,28,190,97,2754,178,253,197,1075,Commanche,C2705,1
3298,76,14,360,64,3715,236,214,106,1648,Rawah,C7745,6
2956,43,11,120,24,2249,222,216,127,579,Commanche,C7755,1
3024,208,11,108,3,5792,212,251,173,2402,Rawah,C7745,0
2686,72,2,0,0,1864,222,234,149,3948,Rawah,C7202,1
2942,217,7,85,16,5305,212,247,171,2952,Rawah,C7202,0
2806,337,13,124,31,2382,192,222,169,1302,Commanche,C7755,1
2968,218,8,446,55,5387,211,248,173,4214,Rawah,C7745,1
3318,74,12,67,1,1249,234,217,114,1441,Neota,C8771,0
2736,162,20,120,31,1544,235,240,126,2407,Commanche,C4703,1
3183,139,13,882,19,3095,239,236,124,2760,Commanche,C7756,1
3211,203,8,175,20,3481,216,247,166,3396,Rawah,C7746,0
2991,292,13,781,-77,1558,183,237,194,2132,Commanche,C7755,1
3178,315,4,42,2,4320,209,236,166,674,Commanche,C7202,0
3202,18,21,30,13,1131,199,192,123,1057,Neota,C7700,0
3040,329,11,180,34,3589,194,227,173,841,Commanche,C7201,0
3217,337,32,67,28,4288,132,177,173,3611,Commanche,C7700,0
2927,26,19,210,56,1350,208,197,119,2040,Commanche,C7757,1
2847,9,14,618,95,3163,203,211,144,1477,Commanche,C7756,1
3339,1,13,470,100,3243,201,215,151,2526,Commanche,C7755,0
2916,93,5,360,10,4655,228,232,138,4203,Rawah,C3502,1
3067,152,16,255,43,4300,238,239,127,2525,Rawah,C7745,1
2901,328,19,60,-19,2007,171,214,182,2866,Commanche,C7101,1
2975,282,24,85,13,660,147,233,222,1026,Commanche,C7700,1
3011,122,12,30,-3,2482,241,230,117,1549,Commanche,C7202,1
3122,2,22,30,6,1302,184,193,141,908,Commanche,C7201,0
3025,50,25,361,155,1860,222,177,76,2638,Commanche,C7700,0
2778,149,4,90,0,3000,225,239,149,6377,Rawah,C4744,1
2972,35,8,0,0,4977,219,223,139,6070,Rawah,C4744,1
2777,110,6,134,5,2725,231,233,135,2012,Rawah,C4744,1
2866,323,19,60,30,2639,170,217,186,1341,Commanche,C7757,1
3355,103,13,524,128,1770,242,222,108,2919,Rawah,C8772,0
2978,33,8,458,-26,2301,219,222,139,2832,Commanche,C7755,1
2841,228,20,120,21,2197,186,254,199,1919,Commanche,C4758,1
3352,18,20,426,-5,1252,200,193,124,1746,Neota,C8771,0
3054,224,30,589,123,2177,166,251,206,1224,Commanche,C4758,1
3215,73,53,212,108,3985,211,85,0,1261,Rawah,C7746,0
3351,113,21,182,69,2023,250,214,82,2753,Rawah,C8772,0
2721,115,25,42,16,1282,253,206,64,2221,Rawah,C7745,1
3225,146,15,124,19,1782,239,237,123,1822,Commanche,C7757,0
2922,45,8,360,-6,3743,223,223,135,5923,Rawah,C6101,1
3292,278,14,853,141,3289,182,242,199,955,Commanche,C7201,0
2896,120,27,108,49,6118,254,205,59,4312,Rawah,C7746,1
2855,275,15,124,22,2759,177,242,204,2424,Rawah,C7745,0
3082,6,19,488,-8,1437,194,201,141,3547,Commanche,C7700,0
3114,316,17,85,1,2512,173,223,190,600,Commanche,C7757,0
2968,331,30,458,48,2896,136,187,183,404,Commanche,C7757,0
2694,56,9,95,-2,1448,226,222,130,558,Commanche,C7755,0
3401,85,8,534,-20,787,232,226,126,666,Neota,C8776,6
2631,144,25,90,24,1865,246,225,91,2784,Commanche,C2705,2
3207,306,12,216,43,1395,185,233,188,2270,Rawah,C7745,0
3254,338,13,170,49,2797,191,221,169,2568,Commanche,C7700,0
3137,149,14,684,100,1822,237,239,128,765,Commanche,C7756,1
2647,151,24,180,63,1660,242,232,105,2617,Commanche,C2705,2
2560,72,11,418,34,886,233,219,117,3706,Rawah,C6731,1
3166,15,11,618,149,1758,210,216,142,2580,Commanche,C7755,0
2727,87,5,134,24,2340,227,232,140,5431,Rawah,C7745,1
3298,265,3,391,202,4186,213,240,166,1266,Rawah,C7745,1
2907,318,27,256,102,4644,140,205,200,382,Rawah,C7745,1
3263,14,9,240,62,3183,212,222,147,2265,Rawah,C7745,0
